P W
0 0
16 0
32 0
48 0.366088
64 0.499211
80 0.499211
96 0.499211
112 0.499211
128 0.499211
144 0.499211
160 0.499211
176 0.499211
192 0.499211
208 0.499211
224 0.499211
240 0.499211
256 0.499211
272 0.499211
288 0.499211
304 0.499211
320 0.499211
336 0.499211
352 0.166404
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 0
496 0
512 0
528 0
544 0
560 0
576 0
592 0
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 0
832 0.734105
848 0.734105
864 0
880 0
896 0
912 0
928 0
944 0
960 0
976 0
992 0
1008 0
1024 0
1040 0
1056 0
1072 0
1088 0
1104 0
1120 0
1136 0
1152 0
1168 0
1184 0
1200 0
1216 0
1232 0
1248 0
1264 0
1280 0
1296 0
1312 0
1328 0
1344 0
1360 0
1376 0
1392 0
1408 0
1424 0
1440 0
1456 0
1472 0
1488 0
1504 0
1520 0
1536 0
1552 0
1568 0
1584 0
1600 0
1616 0
1632 0
1648 0
1664 0
1680 0
1696 0
1712 0
1728 0
1744 0
1760 0
1776 0
1792 0
1808 0
1824 0
1840 0
1856 0
1872 0
1888 0
1904 0
1920 0
1936 0
1952 0
1968 0
1984 0
2000 0
2016 0
2032 0
2048 0
2064 0
2080 0
2096 0
2112 0
2128 0
2144 0
2160 0
2176 0
2192 0
2208 0
2224 0
2240 0
2256 0
2272 0
2288 0
2304 0
2320 0
2336 0
2352 0
2368 0
2384 0
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 0
2640 0
2656 0
2672 0.733333
2688 1
2704 1
2720 1
2736 1
2752 1
2768 1
2784 1
2800 1
2816 1
2832 0.6
2848 0
2864 0
2880 0
2896 0
2912 0
2928 0
2944 0
2960 0
2976 0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 0
3088 0
3104 0
3120 0
3136 0
3152 0
3168 0
3184 0
3200 0
3216 0
3232 0
3248 0
3264 0
3280 0
3296 0
3312 0
3328 0
3344 0
3360 0
3376 0
3392 0
3408 0
3424 0
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
