P W
0 0
16 0
32 0
48 -0.0140195
64 -0.00107944
80 -0.000331074
96 -2.79546e-05
112 0
128 0
144 0
160 -2.95043e-06
176 -0.000205964
192 -0.000649512
208 -0.00109839
224 -0.00134724
240 -0.00135845
256 0.0137529
272 -0.0178996
288 -0.00310642
304 -0.00449818
320 0.0293167
336 0
352 -2.6226e-06
368 -0.000127822
384 0.0136888
400 -0.0334606
416 0.00616908
432 0.0122061
448 0.00951269
464 -0.00659287
480 0.0132998
496 -0.00589222
512 0.00062409
528 0.000761867
544 0.000263602
560 -0.000476211
576 0.00822112
592 0.00326233
608 0.00298744
624 -0.000931919
640 0.00657217
656 0.00427509
672 0.00070398
688 -0.00108925
704 -0.00165283
720 -0.00266833
736 -0.00385374
752 -0.00592104
768 0.0119031
784 0.000405982
800 -0.00354768
816 -0.00840789
832 0.000444889
848 -9.85265e-05
864 0.00912479
880 0.00416894
896 0.000215352
912 0.000764638
928 0
944 0
960 0
976 0
992 0
1008 0
1024 0
1040 0
1056 0
1072 0
1088 0
1104 0
1120 0
1136 0
1152 0
1168 0
1184 0
1200 0
1216 0
1232 0
1248 0
1264 0
1280 0
1296 0
1312 0
1328 0
1344 0
1360 0
1376 0
1392 0
1408 0
1424 0
1440 0
1456 0
1472 0
1488 0
1504 0
1520 0
1536 0
1552 0
1568 0
1584 0
1600 0
1616 0
1632 0
1648 0
1664 0
1680 0
1696 0
1712 0
1728 0
1744 0
1760 0
1776 0
1792 0
1808 0
1824 0
1840 0
1856 0
1872 0
1888 0
1904 0
1920 0
1936 0
1952 0
1968 0
1984 0
2000 0
2016 0
2032 0
2048 0
2064 0
2080 0
2096 0
2112 0
2128 0
2144 0
2160 0
2176 0
2192 0
2208 0
2224 0
2240 0
2256 0
2272 0
2288 0
2304 0
2320 0
2336 0
2352 0
2368 0
2384 0
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 -0.00931981
2640 0.0121998
2656 -0.00929189
2672 -0.00455266
2688 0.0237374
2704 -0.000217825
2720 0.000177264
2736 7.05421e-05
2752 -0.0272197
2768 0.00498211
2784 0.00400662
2800 0.00254148
2816 0.00121617
2832 -0.000271022
2848 0.00580955
2864 0.00518146
2880 -0.00385785
2896 -0.00320834
2912 -0.00370258
2928 0.0033038
2944 0.000681251
2960 0.00019145
2976 0.000840992
2992 0.00208926
3008 0.00589538
3024 0.00841655
3040 0.00275199
3056 9.79602e-05
3072 -0.00443369
3088 -0.0102237
3104 0.000368297
3120 0.000218689
3136 1.0252e-05
3152 3.47495e-05
3168 0.0102016
3184 0
3200 0
3216 0
3232 0
3248 0
3264 0
3280 0
3296 0
3312 0
3328 0
3344 0
3360 0
3376 0
3392 0
3408 0
3424 -0.0014402
3440 0.000173181
3456 -0.00447959
3472 -0.00312436
3488 -0.00151578
3504 0.000282377
3520 0.00205442
3536 0.00356051
3552 0.0184332
3568 0.00580394
3584 0.014025
3600 0
3616 0
