P W
0 0
16 0
32 0
48 0.448224
64 0.84042
80 0.84042
96 0.84042
112 0.84042
128 0.84042
144 0.84042
160 0.84042
176 0.84042
192 0.84042
208 0.84042
224 0.84042
240 0.723567
256 0.640101
272 0.640101
288 0.640101
304 0.640101
320 0.640101
336 0.640101
352 0.546709
368 0.480001
384 0.31993
400 0.226573
416 0.159889
432 0.159889
448 0.159889
464 0.159889
480 0.159889
496 0.138571
512 0
528 0
544 0
560 0
576 0.064199
592 0
608 0
624 0.277699
640 0.341783
656 0.341783
672 0.341783
688 0.341783
704 0.341783
720 0.344591
736 0.745848
752 0.916667
768 0.691022
784 0.916667
800 0.312872
816 0.647941
832 0.916667
848 0.312872
864 0.647941
880 0.916667
896 0.312872
912 0.647941
928 0.916667
944 0.754385
960 0.480668
976 0.480668
992 0.480668
1008 0.480668
1024 0.480668
1040 0.480668
1056 0.480668
1072 0.480668
1088 0.480668
1104 0.480668
1120 0.320416
1136 0.267009
1152 0.160193
1168 0
1184 0
1200 0
1216 0
1232 0.0320995
1248 0.0106998
1264 0
1280 0
1296 0
1312 0
1328 0.064199
1344 0.0200622
1360 0
1376 0
1392 0
1408 0
1424 0
1440 0
1456 0
1472 0
1488 0
1504 0
1520 0.0601866
1536 0
1552 0
1568 0
1584 0
1600 0
1616 0
1632 0
1648 0
1664 0
1680 0.0441368
1696 0.0200622
1712 0
1728 0
1744 0
1760 0.224485
1776 0.224485
1792 0.224485
1808 0.224485
1824 0
1840 0
1856 0.064199
1872 0.0200622
1888 0.373039
1904 0.85266
1920 0.85266
1936 0.85266
1952 0.85266
1968 0.85266
1984 0.85266
2000 0.85266
2016 0.85266
2032 0.85266
2048 0.85266
2064 0.85266
2080 0.85266
2096 0.85266
2112 0.85266
2128 0.85266
2144 0.85266
2160 0.85266
2176 0.799369
2192 0.799369
2208 0.319748
2224 0
2240 0
2256 0.064199
2272 0.0160497
2288 0
2304 0.0961844
2320 0.192369
2336 0.192369
2352 0.192369
2368 0.192369
2384 0.0961844
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 0
2640 0
2656 0
2672 0
2688 0.00458829
2704 0.647941
2720 0.916667
2736 0.691022
2752 0.916667
2768 0.312872
2784 0.647941
2800 0.916667
2816 0.691022
2832 0.916667
2848 0.312872
2864 0.647941
2880 0.916667
2896 0.308284
2912 0
2928 0
2944 0
2960 0
2976 0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 0
3088 0
3104 0
3120 0
3136 0.00458829
3152 0.647941
3168 0.916667
3184 0.691022
3200 0.916667
3216 0.691022
3232 0.916667
3248 0.532734
3264 0.342019
3280 0.342019
3296 0.342019
3312 0.185241
3328 0.113992
3344 0
3360 0
3376 0
3392 0
3408 0
3424 0
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0.00458829
3536 0.854712
3552 0.835714
3568 0.759524
3584 0.422495
3600 0.769048
3616 0.845238
3632 0.892857
3648 0.642325
3664 0.48102
3680 0.48102
3696 0.48102
3712 0.48102
3728 0.32065
3744 0.253842
3760 0.106874
3776 0.593576
3792 0.764286
3808 0.688095
3824 0.593394
3840 0.559524
3856 0.554762
3872 0.569048
3888 0.49728
3904 0.566344
3920 0.52619
3936 0.45
3952 0.459524
3968 0.00936235
3984 0
4000 0
4016 0
4032 0.533333
4048 1
4064 1
4080 1
4096 1
4112 1
4128 1
4144 1
4160 1
4176 1
4192 1
4208 1
4224 1
4240 1
4256 1
4272 1
4288 1
4304 1
4320 1
4336 1
4352 1
4368 0.6
4384 0.6
4400 0
4416 0
4432 0
4448 0
4464 0
4480 0
4496 0
4512 0
4528 0
4544 0.0267177
4560 0.106871
4576 0.106871
4592 0.106871
4608 0.106871
4624 0.267883
4640 0.869048
4656 0.816667
4672 0.807143
4688 0.878571
4704 0.713814
4720 0.859524
4736 0.783333
4752 0.773809
4768 0.85
4784 0.41751
4800 0
4816 0
4832 0
4848 0
4864 0
4880 0
4896 0
4912 0
4928 0
4944 0
4960 0
4976 0
4992 0
5008 0.161012
5024 0.854712
5040 0.840476
5056 0.764286
5072 0.783333
5088 0.859524
5104 0.883333
5120 0.883333
5136 0.816667
5152 0.740476
5168 0.778571
5184 0.854762
5200 0.791793
5216 0.682915
5232 0.682915
5248 0.682915
5264 0.682915
5280 0.682915
5296 0.682915
5312 0.611696
5328 0.51199
5344 0.51199
5360 0.51199
5376 0.51199
5392 0.51199
5408 0.51199
5424 0.497764
5440 0.341283
5456 0.199063
5472 0.044432
5488 0
5504 0
5520 0.064199
5536 0.00534992
5552 0
5568 0
5584 0
5600 0
5616 0
5632 0
5648 0
5664 0
5680 0
5696 0.155188
5712 0.699796
5728 0.735714
5744 0.735714
5760 0.735714
5776 0.683333
5792 0.607143
5808 0.488095
5824 0.411905
5840 0.383333
5856 0.307143
5872 0.179117
5888 0
5904 0
5920 0
5936 0
5952 0
5968 0
5984 0
6000 0
6016 0
6032 0
6048 0
6064 0
6080 0
6096 0
6112 0
6128 0
6144 0
6160 0
6176 0
6192 0
6208 0
6224 0
