P W
0 0
16 0
32 0
48 0.222983
64 0.548916
80 0.560906
96 0.563417
112 0.563508
128 0.563508
144 0.563508
160 0.563508
176 0.563508
192 0.563508
208 0.563508
224 0.563508
240 0.485157
256 0.429193
272 0.429193
288 0.429193
304 0.429193
320 0.429193
336 0.429193
352 0.366573
368 0.321844
384 0.214516
400 0.151919
416 0.107207
432 0.107207
448 0.107207
464 0.107208
480 0.1074
496 0.0882066
512 0
528 0
544 0
560 0
576 0.0160482
592 0
608 0
624 0.153033
640 0.235389
656 0.233033
672 0.228469
688 0.221915
704 0.211348
720 0.195847
736 0.370599
752 0.387232
768 0.286334
784 0.363175
800 0.13759
816 0.285978
832 0.389095
848 0.144208
864 0.293288
880 0.392219
896 0.146138
912 0.306938
928 0.434458
944 0.413538
960 0.288752
976 0.305163
992 0.315434
1008 0.320856
1024 0.32224
1040 0.322292
1056 0.322292
1072 0.322292
1088 0.322292
1104 0.322292
1120 0.214844
1136 0.179353
1152 0.108464
1168 0
1184 0
1200 0
1216 0
1232 0.00720353
1248 0.0025227
1264 0
1280 0
1296 0
1312 0
1328 0.0248767
1344 0.00667411
1360 0
1376 0
1392 0
1408 0
1424 0
1440 0
1456 0
1472 0
1488 0
1504 0
1520 0.0146545
1536 0
1552 0
1568 0
1584 0
1600 0
1616 0
1632 0
1648 0
1664 0
1680 0.00964956
1696 0.00528397
1712 0
1728 0
1744 0
1760 0.126848
1776 0.121267
1792 0.121827
1808 0.12537
1824 0
1840 0
1856 0.0214552
1872 0.00693113
1888 0.184632
1904 0.557585
1920 0.589213
1936 0.582806
1952 0.575491
1968 0.572075
1984 0.571715
2000 0.571715
2016 0.571715
2032 0.571715
2048 0.571715
2064 0.571715
2080 0.571715
2096 0.571715
2112 0.571715
2128 0.571715
2144 0.571721
2160 0.572743
2176 0.4333
2192 0.446196
2208 0.143067
2224 0
2240 0
2256 0.0168097
2272 0.00393787
2288 0
2304 0.0492308
2320 0.10333
2336 0.099568
2352 0.0966101
2368 0.0957865
2384 0.0439651
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 0
2640 0
2656 0
2672 0
2688 0.00263385
2704 0.324239
2720 0.387575
2736 0.285968
2752 0.358105
2768 0.132895
2784 0.26943
2800 0.351928
2816 0.2764
2832 0.360922
2848 0.139454
2864 0.300753
2880 0.443891
2896 0.182618
2912 0
2928 0
2944 0
2960 0
2976 0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 0
3088 0
3104 0
3120 0
3136 0.0027415
3152 0.322975
3168 0.373918
3184 0.269051
3200 0.331562
3216 0.276342
3232 0.39282
3248 0.279117
3264 0.201568
3280 0.216564
3296 0.226066
3312 0.104237
3328 0.0638104
3344 0
3360 0
3376 0
3392 0
3408 0
3424 0
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0.00236607
3536 0.265995
3552 0.095608
3568 0.0121167
3584 6.30619e-05
3600 0.00577619
3616 0.0657787
3632 0.211535
3648 0.284399
3664 0.264958
3680 0.297086
3696 0.314175
3712 0.320787
3728 0.213407
3744 0.166524
3760 0.0593792
3776 0.23824
3792 0.215259
3808 0.164205
3824 0.150517
3840 0.0892211
3856 0.0789324
3872 0.114021
3888 0.136767
3904 0.1689
3920 0.112202
3936 0.0601798
3952 0.0886
3968 0.00137523
3984 0
4000 0
4016 0
4032 0.294227
4048 0.674522
4064 0.670882
4080 0.670508
4096 0.670508
4112 0.670508
4128 0.670508
4144 0.670508
4160 0.670508
4176 0.670508
4192 0.670508
4208 0.670508
4224 0.670508
4240 0.670508
4256 0.670508
4272 0.670508
4288 0.670508
4304 0.670514
4320 0.671713
4336 0.677087
4352 0.68715
4368 0.360233
4384 0.380129
4400 0
4416 0
4432 0
4448 0
4464 0
4480 0
4496 0
4512 0
4528 0
4544 0.0123455
4560 0.058293
4576 0.0571261
4592 0.0551557
4608 0.0514896
4624 0.112471
4640 0.255154
4656 0.0927377
4672 0.0655939
4688 0.173382
4704 0.176134
4720 0.177747
4736 0.055702
4752 0.0403046
4768 0.161965
4784 0.182765
4800 0
4816 0
4832 0
4848 0
4864 0
4880 0
4896 0
4912 0
4928 0
4944 0
4960 0
4976 0
4992 0
5008 0.0680781
5024 0.26647
5040 0.101035
5056 0.0136751
5072 0.0110382
5088 0.050808
5104 0.0945358
5120 0.122916
5136 0.0485923
5152 0.00979627
5168 0.0299324
5184 0.153662
5200 0.32177
5216 0.376242
5232 0.42178
5248 0.446042
5264 0.455786
5280 0.457825
5296 0.4579
5312 0.410147
5328 0.343293
5344 0.343293
5360 0.343293
5376 0.343293
5392 0.343293
5408 0.343296
5424 0.334355
5440 0.203946
5456 0.12155
5472 0.0193211
5488 0
5504 0
5520 0.0173124
5536 0.000600201
5552 0
5568 0
5584 0
5600 0
5616 0
5632 0
5648 0
5664 0
5680 0
5696 0.0473903
5712 0.215128
5728 0.207331
5744 0.190419
5760 0.185133
5776 0.166601
5792 0.14073
5808 0.10563
5824 0.0867286
5840 0.10426
5856 0.0728594
5872 0.0440539
5888 0
5904 0
5920 0
5936 0
5952 0
5968 0
5984 0
6000 0
6016 0
6032 0
6048 0
6064 0
6080 0
6096 0
6112 0
6128 0
6144 0
6160 0
6176 0
6192 0
6208 0
6224 0
