P W
0 0
16 0
32 0
48 0
64 -0
80 -0
96 -0
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 0
256 0
272 0
288 0
304 0
320 0
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 -0
480 -0
496 0.000159641
512 0
528 0
544 0
560 0
576 6.71864e-05
592 1.03866e-05
608 -0
624 0.000208797
640 0
656 0
672 0
688 0
704 0
720 -7.99059e-06
736 -0.000153854
752 0
768 -3.5132e-05
784 -0
800 -5.92632e-05
816 -7.81833e-05
832 -0
848 -3.58439e-05
864 -0.000103285
880 -0
896 -5.85207e-05
912 -5.30977e-05
928 -0
944 -5.02918e-05
960 -0
976 -0
992 -0
1008 -0
1024 -0
1040 0
1056 0
1072 0
1088 0
1104 0
1120 -3.73117e-08
1136 -1.85255e-06
1152 -0
1168 4.92999e-05
1184 0
1200 0
1216 0
1232 8.02301e-06
1248 4.86083e-06
1264 0
1280 0
1296 -0
1312 -0
1328 4.01956e-05
1344 0.000135661
1360 -0
1376 -0
1392 0
1408 0
1424 0
1440 -0
1456 0
1472 0
1488 0
1504 0
1520 6.34415e-05
1536 1.52862e-05
1552 -0
1568 -0
1584 0
1600 -0
1616 -0
1632 0
1648 0
1664 0
1680 4.9423e-05
1696 0.000106927
1712 0
1728 -0
1744 -0
1760 0
1776 0
1792 -0
1808 -0
1824 0
1840 0
1856 6.40087e-05
1872 0.000111248
1888 0.000338567
1904 -0
1920 0
1936 0
1952 0
1968 0
1984 0
2000 0
2016 0
2032 0
2048 0
2064 0
2080 0
2096 0
2112 0
2128 0
2144 -0
2160 -0
2176 -0
2192 -0
2208 0.000459051
2224 0
2240 0
2256 -3.57562e-05
2272 3.45223e-05
2288 -0
2304 0.000283677
2320 0
2336 0
2352 0
2368 -0
2384 0.000375657
2400 0
2416 0
2432 -0
2448 -0
2464 0
2480 -0
2496 -0
2512 -0
2528 0
2544 -0
2560 0
2576 0
2592 0
2608 0
2624 0
2640 -0
2656 -0
2672 -0
2688 -1.29548e-05
2704 -0.000253467
2720 0
2736 -3.67502e-05
2752 -0
2768 -3.43152e-05
2784 -0.000108042
2800 -0
2816 -1.89126e-05
2832 -0
2848 -8.51998e-05
2864 -1.6194e-05
2880 -0
2896 -0.000291014
2912 -0
2928 -0
2944 0
2960 -0
2976 -0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 -0
3088 0
3104 0
3120 0
3136 -2.10575e-05
3152 -0.000298049
3168 0
3184 -4.45625e-05
3200 -0
3216 8.51602e-06
3232 -0
3248 -0.000135114
3264 -0
3280 -0
3296 -0
3312 -3.73763e-06
3328 6.41837e-06
3344 0
3360 0
3376 0
3392 -0
3408 -0
3424 -0
3440 -0
3456 0
3472 0
3488 0
3504 0
3520 -2.20941e-05
3536 -0.000127048
3552 3.91216e-05
3568 1.05993e-05
3584 6.67697e-09
3600 5.42963e-06
3616 2.82474e-05
3632 -0
3648 -0.000174744
3664 -0
3680 -0
3696 -0
3712 -0
3728 0
3744 7.8009e-06
3760 0.000139051
3776 -0.000853607
3792 1.68693e-05
3808 2.19748e-06
3824 3.81764e-06
3840 2.73197e-05
3856 2.54933e-05
3872 -0
3888 -3.93761e-05
3904 -3.62075e-06
3920 2.79521e-05
3936 7.65519e-06
3952 2.57844e-05
3968 2.37442e-05
3984 0
4000 -0
4016 -0
4032 0.000821838
4048 0
4064 0
4080 0
4096 0
4112 0
4128 0
4144 0
4160 0
4176 0
4192 0
4208 0
4224 0
4240 0
4256 0
4272 0
4288 0
4304 -0
4320 -0
4336 -0
4352 -0
4368 -0
4384 -0
4400 0
4416 0
4432 0
4448 0
4464 0
4480 0
4496 0
4512 0
4528 -0
4544 0.000133376
4560 0
4576 0
4592 0
4608 0
4624 -0.000131038
4640 -1.9311e-05
4656 3.45585e-05
4672 1.82542e-05
4688 -0
4704 -3.24285e-05
4720 3.60979e-05
4736 2.22477e-05
4752 1.52829e-05
4768 5.12095e-05
4784 -0.00030159
4800 -0
4816 -0
4832 0
4848 0
4864 -0
4880 0
4896 -0
4912 -0
4928 0
4944 -0
4960 -0
4976 0
4992 0
5008 -0.000155169
5024 -0.000128635
5040 4.03071e-05
5056 1.12143e-05
5072 5.41958e-06
5088 1.45462e-05
5104 -0
5120 0
5136 1.54022e-05
5152 6.27482e-06
5168 1.60185e-05
5184 5.15494e-05
5200 -0.000383124
5216 -0
5232 -0
5248 -0
5264 -0
5280 -0
5296 0
5312 0
5328 0
5344 0
5360 0
5376 0
5392 0
5408 -0
5424 -1.97378e-06
5440 -0
5456 -9.19524e-06
5472 0.00011835
5488 0
5504 0
5520 4.98554e-05
5536 2.35528e-05
5552 -0
5568 0
5584 0
5600 0
5616 -0
5632 -0
5648 -0
5664 0
5680 0
5696 2.8044e-05
5712 -1.67769e-05
5728 0
5744 0
5760 -0
5776 5.75496e-06
5792 -3.40337e-06
5808 1.61491e-06
5824 -6.62064e-06
5840 -0
5856 1.05098e-05
5872 1.56664e-05
5888 0
5904 0
5920 0
5936 0
5952 -0
5968 -0
5984 -0
6000 -0
6016 -0
6032 0
6048 0
6064 0
6080 0
6096 0
6112 0
6128 0
6144 0
6160 0
6176 0
6192 0
6208 0
6224 0
