P W
0 0
16 0
32 0
48 0
64 -0.00122112
80 -0.000374496
96 -3.16501e-05
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 0
256 0
272 0
288 0
304 0
320 0
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 -2.98023e-06
480 -0.000147998
496 0.0159752
512 0.00959551
528 0.00422874
544 0.000135764
560 0.000970334
576 -0.00669782
592 0.00893068
608 -0.00454813
624 -0.0104261
640 0.000105023
656 0.000528038
672 0.00080812
688 0.00117403
704 0.00201327
720 0.00303516
736 0.00488162
752 0.00093922
768 0.00190297
784 -0.00184864
800 -0.00121313
816 0.0015676
832 -0.00168037
848 -0.000733733
864 0.0020709
880 -0.00145718
896 -0.00119793
912 0.00106463
928 -0.00297451
944 -0.00322643
960 -0.00221163
976 -0.00138938
992 -0.000846565
1008 -0.000342846
1024 -3.16501e-05
1040 0
1056 0
1072 0
1088 0
1104 0
1120 -2.98023e-06
1136 -0.000147998
1152 -0.000383496
1168 0.0118177
1184 0.00600037
1200 0.000978976
1216 0.000130221
1232 -0.00239944
1248 0.00145373
1264 0.00575525
1280 0.00120201
1296 -0.00435363
1312 -0.00480095
1328 -0.00601065
1344 0.017083
1360 -0.00179324
1376 -0.00791046
1392 0.000695258
1408 0.000756174
1424 0.000267088
1440 -0.000489116
1456 0.0102105
1472 0.00471587
1488 0.000243589
1504 0.000864983
1520 -0.00659947
1536 0.0108577
1552 -0.00349396
1568 -0.00912404
1584 0.000178486
1600 -0.000746787
1616 -0.00156784
1632 0.0101087
1648 0.00528172
1664 0.000864983
1680 -0.00622356
1696 0.0134647
1712 0.00019668
1728 -0.00544664
1744 -0.010107
1760 0.00185961
1776 0.000605077
1792 -0.000662893
1808 -0.000720948
1824 0.00792968
1840 0.00692728
1856 -0.00957155
1872 0.0140088
1888 -0.00677669
1904 -0.000342369
1920 0.000173926
1936 0.000489354
1952 0.000341296
1968 8.91685e-05
1984 0
2000 0
2016 0
2032 0
2048 0
2064 0
2080 0
2096 0
2112 0
2128 0
2144 -2.98023e-06
2160 -0.000147998
2176 -0.000663042
2192 -0.000893265
2208 0.00918826
2224 0.00369033
2240 0.0033794
2256 0.0053468
2272 0.0117995
2288 -0.00364006
2304 -0.00943777
2320 0.000931263
2336 0.000979155
2352 0.000560373
2368 -0.000115663
2384 0.0124979
2400 0.00652412
2416 0.0010615
2432 -0.00233272
2448 -0.006008
2464 0.0273254
2480 -0.00619646
2496 -0.0135527
2512 -0.0013684
2528 0.014851
2544 -0.0144538
2560 8.97646e-05
2576 0.0148281
2592 0.00449707
2608 0.0028206
2624 0.0159594
2640 -0.000781626
2656 -0.00655735
2672 -0.0105825
2688 0.00301167
2704 0.0050821
2720 0.00101939
2736 0.00199062
2752 -0.00144067
2768 -0.000702441
2784 0.00216627
2800 -0.00076136
2816 0.00102443
2832 -0.00227946
2848 -0.00174406
2864 0.000324696
2880 -0.00425673
2896 -0.00547504
2912 -0.00618213
2928 -0.00739503
2944 0.0210745
2960 -0.000342846
2976 -3.17097e-05
2992 0
3008 0
3024 0
3040 0
3056 3.57628e-07
3072 -0.0291538
3088 0.00790745
3104 0.00646096
3120 0.00538349
3136 0.00489536
3152 0.00597599
3168 0.00156105
3184 0.00241378
3200 -0.00142547
3216 -0.00046128
3232 -0.0043005
3248 -0.00408041
3264 -0.00274998
3280 -0.00184518
3296 -0.00102878
3312 -0.000279725
3328 0.000480473
3344 0.00816727
3360 0.0059218
3376 0.0100795
3392 -0.00779891
3408 -0.0137826
3424 -0.000869989
3440 -0.000134528
3456 0.000288725
3472 0.000663996
3488 0.00159043
3504 0.00310785
3520 0.00513634
3536 0.00713325
3552 0.00876326
3568 0.00237425
3584 -1.09188e-06
3600 -0.00121624
3616 -0.00632745
3632 -0.0074805
3648 -0.00682741
3664 -0.00444755
3680 -0.00257874
3696 -0.00122064
3712 -0.000289619
3728 0.000316262
3744 0.000622749
3760 0.0138781
3776 0.00918487
3792 0.00377874
3808 0.000492245
3824 0.00283204
3840 0.00611956
3856 -0.00571053
3872 -0.00380905
3888 -0.00264961
3904 0.000717446
3920 0.00626124
3936 0.00171478
3952 -0.00577573
3968 0.0118904
3984 0.00191239
4000 -0.00216028
4016 -0.00714371
4032 -0.0131494
4048 0.000311971
4064 7.98106e-05
4080 0
4096 0
4112 0
4128 0
4144 0
4160 0
4176 0
4192 0
4208 0
4224 0
4240 0
4256 0
4272 0
4288 0
4304 -2.98023e-06
4320 -0.000147998
4336 -0.000386834
4352 -0.000626385
4368 -0.00146496
4384 -0.0018962
4400 0.00494552
4416 0.00166449
4432 0.000929743
4448 0.00215095
4464 0.00390795
4480 0.00575081
4496 0.00525517
4512 0.00014773
4528 -0.00491588
4544 -0.0106497
4560 0.000428766
4576 0.000714809
4592 0.00119534
4608 0.00236213
4624 0.00388134
4640 0.00572321
4656 0.00774102
4672 -0.00408896
4688 -0.00285207
4704 -0.00105418
4720 0.00808597
4736 0.00498343
4752 -0.00342338
4768 -0.0114708
4784 -0.005674
4800 -0.00369382
4816 -0.00146854
4832 0.00793204
4848 0.00694546
4864 -6.62804e-05
4880 0.00578006
4896 -0.00430686
4912 -0.00743656
4928 0.0106521
4944 -0.00753531
4960 -0.000356019
4976 0.000874132
4992 0.00267941
5008 0.00459608
5024 0.00722235
5040 0.00902881
5056 0.00251201
5072 -0.00121398
5088 -0.0032584
5104 -0.0028013
5120 0.00110868
5136 0.00345007
5152 0.00140558
5168 -0.00358816
5184 -0.0115468
5200 -0.0162161
5216 -0.00441587
5232 -0.00257874
5248 -0.00122112
5264 -0.000374496
5280 -3.16501e-05
5296 0
5312 0
5328 0
5344 0
5360 0
5376 0
5392 0
5408 -2.98023e-06
5424 -0.000147998
5440 -0.000555247
5456 -0.000689656
5472 0.00887877
5488 0.0034447
5504 0.00353593
5520 -0.00745514
5536 0.0130042
5552 -0.00584427
5568 1.87755e-05
5584 0.000670344
5600 0.000605822
5616 -0.000131428
5632 -0.000721037
5648 -0.000527263
5664 0.0079264
5680 0.00691295
5696 -0.000995323
5712 0.00101608
5728 0.00113387
5744 0.00143026
5760 -0.00184712
5776 0.0012891
5792 -0.000762358
5808 0.000361741
5824 -0.00148304
5840 -0.00241017
5856 0.00235419
5872 0.00534746
5888 0.0130609
5904 0.00446729
5920 0.0036763
5936 0.00224813
5952 -0.000179689
5968 -0.0037729
5984 -0.00862838
6000 -0.00051111
6016 -0.000702769
6032 0
6048 0
6064 0
6080 0
6096 0
6112 0
6128 0
6144 0
6160 0
6176 0
6192 0
6208 0
6224 0
