P W
0 0
16 0
32 0
48 0
64 0
80 0
96 0
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 0
256 0
272 0
288 0
304 0
320 0
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 0
496 0
512 0
528 0
544 0
560 0
576 0
592 0
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 -0.031294
832 -0.0312061
848 0
864 0.0417253
880 0
896 0
912 0
928 0
944 0
960 0
976 0
992 0
1008 0
1024 0
1040 0
1056 0
1072 0
1088 0
1104 0.0130211
1120 0
1136 -0.01394
1152 0.0130103
1168 0
1184 0
1200 0
1216 0.00692062
1232 0
1248 0
1264 -0.00343028
1280 -0.021628
1296 0.00446427
1312 -0.00446427
1328 -0.00446427
1344 0.0224272
1360 0
1376 0
1392 0
1408 0
1424 0
1440 0
1456 0
1472 0
1488 0
1504 0
1520 0
1536 0
1552 0.0130896
1568 0
1584 0
1600 0.00871918
1616 0
1632 0
1648 0
1664 -0.00569614
1680 0.00175266
1696 0
1712 0
1728 0
1744 0
1760 -0.00701064
1776 0.00701064
1792 0
1808 0
1824 0
1840 0
1856 -0.00701064
1872 -0.0105442
1888 -0.0262045
1904 0
1920 0
1936 0.00446433
1952 0.00446433
1968 0.0628488
1984 -0.00292969
2000 -0.00446427
2016 -0.00446427
2032 0.0389827
2048 0.00418527
2064 0
2080 0
2096 0
2112 -0.00436947
2128 0.0104868
2144 0
2160 0
2176 0
2192 -0.0322266
2208 0
2224 0.00446427
2240 0.00446436
2256 0.00446424
2272 -0.00446427
2288 0
2304 0
2320 0
2336 0.0175781
2352 0.0113932
2368 0
2384 0
2400 -0.0233677
2416 -0.00513861
2432 0.0044643
2448 0.00446427
2464 0.00446427
2480 0.00446427
2496 0
2512 0
2528 0
2544 0
2560 0.00446428
2576 0.0044643
2592 0.00341797
2608 0.000232515
2624 0
2640 0
2656 0
2672 0
2688 0
2704 0
