P W
0 0
16 0
32 0
48 0.196676
64 0.225056
80 0.248758
96 0.267799
112 0.220549
128 0.238822
144 0.266316
160 0.290295
176 0.169525
192 0.169892
208 0.17102
224 0.171128
240 0.117568
256 0.118723
272 0
288 0
304 0
320 0
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 0
496 0
512 0
528 0
544 0
560 0
576 0
592 0
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 0.0415821
832 0.542384
848 0.438554
864 0.336737
880 0.0801632
896 0.105554
912 0.425144
928 0.453384
944 0.244447
960 0.254828
976 0.257942
992 0.258169
1008 0.258169
1024 0.260672
1040 0.300349
1056 0.305583
1072 0.291696
1088 0.258169
1104 0.244118
1120 0.183033
1136 0.417633
1152 0.37708
1168 0.179879
1184 0.189808
1200 0.318651
1216 0.166776
1232 0.0857162
1248 0.0785161
1264 0.069462
1280 0.235918
1296 0.341188
1312 0.25011
1328 0.424049
1344 0.500207
1360 0.237433
1376 0.266729
1392 0.283115
1408 0.289716
1424 0.291098
1440 0.306966
1456 0.439246
1472 0.385032
1488 0.346396
1504 0.323948
1520 0.313504
1536 0.310438
1552 0.267114
1568 0.207139
1584 0.104375
1600 0.0304604
1616 0
1632 0
1648 0
1664 0.0121219
1680 0
1696 0
1712 0
1728 0
1744 0
1760 0.0163144
1776 0.00511423
1792 0
1808 0
1824 0
1840 0
1856 0.0198252
1872 0.0228947
1888 0.171313
1904 0.174469
1920 0.155711
1936 0.107026
1952 0.0816391
1968 0.101575
1984 0.106049
2000 0.173223
2016 0.229546
2032 0.266199
2048 0.0572028
2064 0.0619056
2080 0.0660546
2096 0.0697307
2112 0.0817505
2128 0.0863107
2144 0
2160 0
2176 0
2192 0.07128
2208 0.169843
2224 0.271472
2240 0.21364
2256 0.179885
2272 0.193453
2288 0.194873
2304 0.152913
2320 0.149095
2336 0.15266
2352 0.0097052
2368 0
2384 0
2400 0.0490042
2416 0.139856
2432 0.0658372
2448 0.0462899
2464 0.0472953
2480 0.0330533
2496 0.0534001
2512 0.0565413
2528 0.0497777
2544 0.0406755
2560 0.0212008
2576 0.00905748
2592 0.00245507
2608 0
2624 0
2640 0
2656 0
2672 0
2688 0
2704 0
