P W
0 0
16 0
32 0
48 0.320862
64 0.320862
80 0.320862
96 0.320862
112 0.320862
128 0.320862
144 0.320862
160 0.320862
176 0.320862
192 0.320862
208 0.320862
224 0.320862
240 0.235299
256 0.149736
272 0
288 0
304 0
320 0
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 0
496 0
512 0
528 0
544 0
560 0
576 0
592 0
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 0.0958786
832 0.872521
848 1
864 0.957387
880 0.488647
896 0.488647
912 0.488647
928 0.488647
944 0.488647
960 0.488647
976 0.488647
992 0.488647
1008 0.488647
1024 0.488647
1040 0.488647
1056 0.488647
1072 0.488647
1088 0.488647
1104 0.462051
1120 0.329071
1136 0.481223
1152 0.460048
1168 0.340465
1184 0.340465
1200 0.340465
1216 0.173488
1232 0.170837
1248 0.170837
1264 0.17434
1280 0.799221
1296 0.804704
1312 0.768231
1328 0.841178
1344 0.728181
1360 0.48105
1376 0.48105
1392 0.48105
1408 0.48105
1424 0.48105
1440 0.48105
1456 0.48105
1472 0.48105
1488 0.48105
1504 0.48105
1520 0.48105
1536 0.48105
1552 0.41421
1568 0.320634
1584 0.160283
1600 0.0534277
1616 0
1632 0
1648 0
1664 0.0523556
1680 0
1696 0
1712 0
1728 0
1744 0
1760 0.0644377
1776 0.0214792
1792 0
1808 0
1824 0
1840 0
1856 0.0644377
1872 0.0750264
1888 0.63257
1904 0.71352
1920 0.71352
1936 0.672487
1952 0.599539
1968 0.414106
1984 0.428805
2000 0.736316
2016 0.809264
2032 0.613373
2048 0.117808
2064 0.117808
2080 0.117808
2096 0.117808
2112 0.131195
2128 0.160647
2144 0
2160 0
2176 0
2192 0.241592
2208 0.531151
2224 0.526591
2240 0.453644
2256 0.380696
2272 0.41717
2288 0.467321
2304 0.467321
2320 0.467321
2336 0.399408
2352 0.0230336
2368 0
2384 0
2400 0.129297
2416 0.469245
2432 0.426288
2448 0.353341
2464 0.280393
2480 0.207445
2496 0.221123
2512 0.221123
2528 0.221123
2544 0.221123
2560 0.148175
2576 0.0752273
2592 0.0279965
2608 0
2624 0
2640 0
2656 0
2672 0
2688 0
2704 0
