P W
0 0
16 0
32 -0
48 -0
64 -0
80 -0
96 0
112 -0
128 -0
144 -0
160 0
176 -0
192 -0
208 -0
224 0
240 -0
256 0
272 0
288 0
304 0
320 -0
336 0
352 0
368 0
384 0
400 -0
416 0
432 -0
448 0
464 0
480 0
496 -0
512 0
528 0
544 0
560 0
576 0
592 -0
608 -0
624 0
640 0
656 -0
672 -0
688 -0
704 0
720 0
736 -0
752 0
768 0
784 -0
800 -0
816 0.00030665
832 -0.00010663
848 0
864 0.000706931
880 0
896 -0
912 -0
928 0
944 -0
960 -0
976 -0
992 0
1008 0
1024 -0
1040 -0
1056 0
1072 0
1088 0
1104 0
1120 -0
1136 -2.43284e-06
1152 0.00030742
1168 0
1184 -0
1200 -0
1216 0.000229397
1232 0
1248 0
1264 -1.23843e-05
1280 0.000495485
1296 5.29452e-05
1312 1.74399e-05
1328 7.04552e-05
1344 0.000434226
1360 -0
1376 -0
1392 -0
1408 -0
1424 -0
1440 -0
1456 0
1472 0
1488 0
1504 0
1520 0
1536 0
1552 -3.90101e-08
1568 -0
1584 -0
1600 -6.67638e-06
1616 0
1632 0
1648 0
1664 7.09632e-06
1680 1.18044e-05
1696 0
1712 -0
1728 -0
1744 -0
1760 9.82415e-06
1776 2.31203e-05
1792 0
1808 0
1824 -0
1840 -0
1856 5.95991e-05
1872 -1.76586e-05
1888 -3.99208e-05
1904 0
1920 0
1936 1.339e-05
1952 -1.85691e-06
1968 -0.000427179
1984 -4.12978e-05
2000 -6.60299e-06
2016 3.25462e-05
2032 -0.000131578
2048 -9.85586e-06
2064 -0
2080 -0
2096 -0
2112 7.83485e-06
2128 6.11348e-05
2144 0
2160 0
2176 0
2192 4.52937e-05
2208 -0
2224 2.79031e-05
2240 -2.81317e-06
2256 4.78721e-06
2272 -2.34972e-06
2288 0
2304 0
2320 -0
2336 -4.47667e-05
2352 -1.88081e-05
2368 -0
2384 0
2400 -8.09817e-05
2416 -2.86851e-05
2432 2.54608e-05
2448 -9.02092e-06
2464 -1.82938e-06
2480 3.60401e-06
2496 -0
2512 0
2528 0
2544 0
2560 -2.73466e-06
2576 2.00616e-05
2592 2.77402e-05
2608 -3.02318e-06
2624 -0
2640 -0
2656 0
2672 0
2688 0
2704 0
