P W
0 0
16 0
32 0
48 0.552667
64 0.527778
80 0.527778
96 0.527778
112 0.527778
128 0.527778
144 0.527778
160 0.527778
176 0.527778
192 0.527778
208 0.527778
224 0.531612
240 0.906178
256 0.917869
272 0.86344
288 0.786093
304 0.705102
320 0.625932
336 0.546763
352 0.467594
368 0.388425
384 0.309255
400 0.24289
416 0.169053
432 0.179327
448 0.179327
464 0.179327
480 0.26644
496 0.26644
512 0.358549
528 0.0595832
544 0.753488
560 0.808156
576 0.817979
592 0.952506
608 0.672395
624 0.527778
640 0.527778
656 0.527778
672 0.527778
688 0.702003
704 0.584934
720 0.736613
736 0.81396
752 0.872944
768 0.540223
784 0.531612
800 0.817979
816 0.952506
832 0.835671
848 0.952506
864 0.672395
880 0.531612
896 0.817979
912 0.952506
928 0.672395
944 0.527778
960 0.527778
976 0.527778
992 0.531612
1008 0.817979
1024 0.952506
1040 0.672395
1056 0.527778
1072 0.527778
1088 0.527778
1104 0.527778
1120 0.527778
1136 0.527778
1152 0.527778
1168 0.527778
1184 0.527778
1200 0.527778
1216 0.527778
1232 0.531612
1248 0.817979
1264 0.952506
1280 0.952506
1296 0.672395
1312 0.527778
1328 0.667903
1344 0.873337
1360 0.795989
1376 0.75625
1392 0.417769
1408 0.485401
1424 0.343548
1440 0.191772
1456 0.341108
1472 0.24155
1488 0.24155
1504 0.169053
1520 0.702003
1536 0.702003
1552 0.540223
1568 0.527778
1584 0.527778
1600 0.527778
1616 0.527778
1632 0.527778
1648 0.602446
1664 0.702003
1680 0.702003
1696 0.477999
1712 0.477999
1728 0.477999
1744 0.179327
1760 0.353552
1776 0.316218
1792 0.278884
1808 0.216661
1824 0.179327
1840 0.138231
1856 0.0336238
1872 0.0336238
1888 0.179327
1904 0.179327
1920 0.179327
1936 0.179327
1952 0.179327
1968 0.179327
1984 0.179327
2000 0.353552
2016 0.26644
2032 0.26644
2048 0.353552
2064 0.179327
2080 0.179327
2096 0.353552
2112 0.206589
2128 0.711202
2144 0.702003
2160 0.590001
2176 0.590001
2192 0.616679
2208 0.90316
2224 0.922817
2240 0.815462
2256 0.693229
2272 0.736572
2288 0.592081
2304 0.772695
2320 0.873337
2336 0.872925
2352 0.94261
2368 0.898869
2384 0.888181
2400 0.80931
2416 0.731366
2432 0.781145
2448 0.858492
2464 0.912921
2480 0.86344
2496 0.635829
2512 0.568614
2528 0.120434
2544 0.702003
2560 0.677114
2576 0.614891
2592 0.702003
2608 0.702003
2624 0.412732
2640 0.711202
2656 0.702003
2672 0.652225
2688 0.652225
2704 0.652225
2720 0.652225
2736 0.652225
2752 0.652225
2768 0.703174
2784 0.86344
2800 0.786093
2816 0.746509
2832 0.705102
2848 0.625932
2864 0.635829
2880 0.714998
2896 0.795989
2912 0.932789
2928 0.940365
2944 0.345093
2960 0.508958
2976 0.179327
2992 0.169053
3008 0.353552
3024 0.278884
3040 0.278884
3056 0.278884
3072 0.179327
3088 0.702003
3104 0.702003
3120 0.63978
3136 0.63978
3152 0.63978
3168 0.63978
3184 0.702003
3200 0.552667
3216 0.263165
3232 0.611088
3248 0.531919
3264 0.428009
3280 0.34884
3296 0.26967
3312 0.25141
3328 0.184001
3344 0.179327
3360 0.179327
3376 0.179327
3392 0.24155
3408 0.291329
3424 0.365997
3440 0.702003
3456 0.702003
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
3632 0
3648 0
3664 0
