P W
0 0
16 0
32 0
48 -0.0153122
64 -0.00115299
80 -0.000353634
96 -2.99215e-05
112 0
128 0
144 3.57628e-07
160 8.29697e-05
176 0.000465453
192 0.000810504
208 0.00106752
224 0.00132394
240 0.00132176
256 -0.00301313
272 0.00221455
288 0.00118896
304 0.00163046
320 0.00198236
336 0.00086084
352 -0.00246996
368 -0.000148147
384 0.00572087
400 -0.00618809
416 0.0146141
432 0.00506175
448 0.000935376
464 -0.00771599
480 -0.0025931
496 -0.000448853
512 0.00219014
528 0.0168903
544 -0.000825405
560 -0.00396442
576 -0.00780892
592 0.000173807
608 -0.00182492
624 -0.00271282
640 -0.00351745
656 -0.00422627
672 -0.00487638
688 0.0261675
704 0.00503455
720 -0.00277922
736 -0.00625826
752 -0.00857013
768 -0.0105158
784 0.00145623
800 0.00391677
816 0.00025323
832 0.00128472
848 -0.00231129
864 -0.00209641
880 -0.000648499
896 0.00148797
912 -0.00232574
928 -0.00248799
944 -0.00132629
960 -0.000331819
976 0.000633419
992 0.00159174
1008 0.00306377
1024 -0.00149685
1040 -0.00224715
1056 -0.0017646
1072 -0.00128198
1088 -0.000799358
1104 -0.000323772
1120 -2.99215e-05
1136 -3.15905e-06
1152 -0.000222683
1168 -0.000830352
1184 -0.00131261
1200 -0.00097394
1216 -0.0266764
1232 0.0447891
1248 0.00292271
1264 -0.0220375
1280 0.00207749
1296 0.000838131
1312 0.00134748
1328 0.0018611
1344 0.00883749
1360 0.00408097
1376 -0.000412256
1392 0.0050557
1408 0.00298657
1424 0.000354138
1440 -0.000678484
1456 -0.00384216
1472 -0.00143807
1488 -0.00193284
1504 0.0073794
1520 -0.00508055
1536 -0.0112825
1552 -0.0167575
1568 -0.00301129
1584 0.0199932
1600 -0.000163376
1616 -0.0222263
1632 0.00311267
1648 0.0152798
1664 0.0108784
1680 0.00794694
1696 0.000393078
1712 -0.00079757
1728 -0.00167887
1744 0.00184858
1760 0.000884369
1776 0.0039704
1792 0.00303996
1808 0.00713452
1824 0.002817
1840 0.000151451
1856 0
1872 0
1888 -0.00164229
1904 -0.00398347
1920 0.000783026
1936 0.00406563
1952 0.00367406
1968 0.00333421
1984 -0.00222979
2000 -0.00438511
2016 0.00151551
2032 0.00151491
2048 0.00410759
2064 0.000980226
2080 -0.00155738
2096 -0.0056534
2112 -0.00667861
2128 0.0132279
2144 -0.00621784
2160 0.000892192
2176 0.00188479
2192 0.00230655
2208 0.0027028
2224 -0.00203538
2240 -0.00256097
2256 0.00583175
2272 0.0059092
2288 -0.00560629
2304 -0.00334215
2320 -0.00103776
2336 0.00319174
2352 0.00627145
2368 0.00466762
2384 0.00619848
2400 0.002011
2416 -8.75475e-05
2432 -0.00237479
2448 -0.0075562
2464 -0.00849505
2480 0.000453383
2496 0.000749156
2512 -0.00587666
2528 0.0100997
2544 -0.00566277
2560 -0.0102924
2576 0.00129533
2592 0.0099262
2608 0.00773057
2624 -0.00749636
2640 0.0132279
2656 -0.00639892
2672 0.000669748
2688 0.00103205
2704 0.00101867
2720 0.000523239
2736 0.000207812
2752 0.000721246
2768 0.00182232
2784 0.00937821
2800 0.0039227
2816 0.00185256
2832 0.00347992
2848 0.00150822
2864 -0.00113399
2880 -0.00664984
2896 -0.0118876
2912 -0.00469145
2928 0.00252718
2944 0.00214228
2960 0.00373375
2976 0.0058752
2992 0.0122266
3008 0.00182015
3024 0.00185424
3040 0.000625387
3056 -0.000777036
3072 -0.00387426
3088 -0.00382961
3104 -0.00927833
3120 -0.000698149
3136 -0.00072521
3152 -0.00102085
3168 -0.00141135
3184 0.00592542
3200 0.00384092
3216 0.00341739
3232 0.00338638
3248 0.000213802
3264 0.000313297
3280 0.000399366
3296 0.000279345
3312 -0.00104722
3328 -0.00183651
3344 0.00132284
3360 0.00348022
3376 0.00248079
3392 0.00084649
3408 -0.0017146
3424 -0.00573746
3440 -0.00946975
3456 -0.000688761
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
3632 0
3648 0
3664 0
