P W
0 0
16 0
32 0
48 0.0112279
64 0
80 0
96 0
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 -0.00345886
240 -0.00695473
256 0
272 0.00446427
288 0.00446415
304 0.00446427
320 0.00446433
336 0.0044643
352 0.00446424
368 0.00446427
384 0.0044643
400 0.010985
416 0.00926942
432 0
448 0
464 0
480 0
496 0
512 -0.0168998
528 0.0264619
544 0.0248843
560 0.0248842
576 0.0155278
592 0
608 0.0224563
624 0
640 0
656 0
672 0
688 0
704 -0.0222055
720 -0.00473332
736 -0.00419527
752 0.00886852
768 0.0112279
784 -0.00345886
800 -0.0218918
816 0
832 -0.00947696
848 0
864 0.0224563
880 -0.00345886
896 -0.0218918
912 0
928 0.0224563
944 0
960 0
976 0
992 -0.00345886
1008 -0.0218918
1024 0
1040 0.0224563
1056 0
1072 0
1088 0
1104 0
1120 0
1136 0
1152 0
1168 0
1184 0
1200 0
1216 0
1232 -0.00345886
1248 -0.0218918
1264 0
1280 0
1296 0.0224563
1312 0
1328 -0.0110864
1344 0.00446427
1360 0.00446433
1376 0.0029515
1392 0.00209266
1408 0.00302833
1424 0.00209263
1440 -0.0112279
1456 0.0112279
1472 0
1488 0
1504 0.00926942
1520 0
1536 0
1552 0.0112279
1568 0
1584 0
1600 0
1616 0
1632 0
1648 -0.0112278
1664 0
1680 0
1696 0
1712 0
1728 0
1744 0
1760 0
1776 0.0112279
1792 0
1808 0.0112279
1824 0
1840 0.0134828
1856 0
1872 0
1888 0
1904 0
1920 0
1936 0
1952 0
1968 0
1984 0
2000 0
2016 0
2032 0
2048 0
2064 0
2080 0
2096 0
2112 -0.00585636
2128 0.0166876
2144 0
2160 0
2176 0
2192 -0.00968879
2208 -0.00875139
2224 0
2240 0.018793
2256 -0.0103909
2272 -0.0292051
2288 0.0117831
2304 0.0291781
2320 -0.00446427
2336 -0.00566936
2352 0.00446427
2368 -0.00186658
2384 0.00446421
2400 0.00419527
2416 0.00473332
2432 -0.00446433
2448 -0.00446427
2464 0
2480 0.00446427
2496 0.00446427
2512 0.00287801
2528 0.0123849
2544 0
2560 0.0112279
2576 0
2592 0
2608 0
2624 -0.0414922
2640 0.0166876
2656 0
2672 0
2688 0
2704 0
2720 0
2736 0
2752 0
2768 -0.0119019
2784 0.00446427
2800 0.00446415
2816 0
2832 0.00446427
2848 0.00446433
2864 -0.00446427
2880 -0.00446433
2896 -0.00446427
2912 -0.00904816
2928 0.00857794
2944 -0.000778943
2960 0.00934741
2976 0
2992 0.00926942
3008 0
3024 0
3040 0
3056 0
3072 0
3088 0
3104 0
3120 0
3136 0
3152 0
3168 0
3184 0
3200 0.0336837
3216 -0.0276475
3232 0.00446427
3248 0.0044643
3264 0.00446424
3280 0.0044643
3296 0.0044643
3312 0.00151773
3328 0.00343792
3344 0
3360 0
3376 0
3392 -0.0112279
3408 0.0112279
3424 -0.0336837
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
3632 0
3648 0
3664 0
