P W
0 0
16 0
32 0
48 0.103679
64 0
80 0
96 0
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 0
256 0.092943
272 0.17894
288 0.0452374
304 0.0357442
320 0.15972
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 0.0256261
496 0.19442
512 0.106354
528 0.0152528
544 0
560 0.00157239
576 0.151255
592 0.128504
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0.236856
816 0.0785683
832 0
848 0
864 0.0294675
880 0.00838765
896 0
912 0.114397
928 0.371344
944 0
960 0
976 0
992 0
1008 0
1024 0
1040 0
1056 0
1072 0.0344059
1088 0.124903
1104 0.418597
1120 0.240581
1136 0.117328
1152 0.108941
1168 0.149227
1184 0.218991
1200 0.266242
1216 0.268161
1232 0.246691
1248 0.255752
1264 0.130918
1280 0.137811
1296 0.143343
1312 0.147439
1328 0.149754
1344 0.149503
1360 0.218871
1376 0.0663096
1392 0.0416871
1408 0.170126
1424 0.208893
1440 0.209575
1456 0.209905
1472 0.209799
1488 0.116176
1504 0.0197752
1520 0
1536 0.000858638
1552 0.104164
1568 0.205947
1584 0.208597
1600 0.205354
1616 0.200443
1632 0.197862
1648 0.19765
1664 0.198413
1680 0.202966
1696 0.198678
1712 0.0613939
1728 0
1744 0
1760 0
1776 0
1792 0
1808 0
1824 0
1840 0
1856 0
1872 0
1888 0
1904 0
1920 0
1936 0
1952 0.0252493
1968 0.0606055
1984 0.0968688
2000 0.0809924
2016 0.106046
2032 0.114924
2048 0.0619813
2064 0.137007
2080 0.15032
2096 0.286368
2112 0.155924
2128 0.167941
2144 0.17571
2160 0.179415
2176 0.180218
2192 0.180247
2208 0
2224 0
2240 0
2256 0
2272 0
2288 0
2304 0
2320 0
2336 0
2352 0
2368 0
2384 0
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 0.0934414
2640 0.184864
2656 0.252867
2672 0.0922296
2688 0
2704 0.0280657
2720 0.00246572
2736 0.237051
2752 0.0514284
2768 0
2784 0
2800 0
2816 0
2832 0
2848 0
2864 0
2880 0
2896 0
2912 0
2928 0
2944 0
2960 0
2976 0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 0
3088 0.150983
3104 0.179797
3120 0.0663807
3136 0.0786925
3152 0.0297849
3168 0.0230948
3184 0.0796557
3200 0.107721
3216 0.119347
3232 0.10029
3248 0.0894065
3264 0.0320489
3280 0.0333593
3296 0.0415679
3312 0.0707534
3328 0.0540816
3344 0.0346149
3360 0.0284408
3376 0.0543419
3392 0.0616247
3408 0.167614
3424 0.172596
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
3632 0
3648 0
3664 0
