P W
0 0
16 0
32 0
48 0.0441319
64 0
80 0
96 0
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 0
256 -0.0441319
272 0.0220659
288 0.022066
304 0.0157614
320 0.0441319
336 0
352 0
368 0
384 0
400 0
416 0
432 0
448 0
464 0
480 -0.0441319
496 -0.0441319
512 0.0220659
528 0.022066
544 0
560 -0.00163451
576 -0.0220659
592 0.0441319
608 0
624 0
640 0
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 0
832 0
848 0
864 -0.0122767
880 0.0145786
896 0
912 0
928 0
944 0
960 0
976 0
992 0
1008 0
1024 0
1040 0
1056 0
1072 -0.0441319
1088 0.00135664
1104 0.00446421
1120 0.00446427
1136 0.00446433
1152 0.0180664
1168 -0.00292969
1184 0.0154586
1200 0.0338469
1216 0
1232 0
1248 0.0350633
1264 0.00189093
1280 0
1296 0
1312 0
1328 0
1344 0
1360 0.0220659
1376 0.0220659
1392 -0.0220659
1408 -0.0220659
1424 0
1440 0
1456 0
1472 0
1488 0.022066
1504 0.022066
1520 0
1536 -0.00137912
1552 -0.022066
1568 0.0441319
1584 0
1600 0
1616 0
1632 0
1648 0
1664 0
1680 0
1696 0.0220659
1712 0.0220659
1728 0
1744 0
1760 0
1776 0
1792 0
1808 0
1824 0
1840 0
1856 0
1872 0
1888 0
1904 0
1920 0
1936 0
1952 -0.0015346
1968 -0.00292969
1984 -0.00446427
2000 -0.0044643
2016 -0.00446427
2032 0.0172062
2048 0.0246931
2064 -0.00446433
2080 -0.00446433
2096 0.0152804
2112 0
2128 0
2144 0
2160 0
2176 0
2192 0
2208 0
2224 0
2240 0
2256 0
2272 0
2288 0
2304 0
2320 0
2336 0
2352 0
2368 0
2384 0
2400 0
2416 0
2432 0
2448 0
2464 0
2480 0
2496 0
2512 0
2528 0
2544 0
2560 0
2576 0
2592 0
2608 0
2624 -0.0441319
2640 0
2656 0
2672 0
2688 0
2704 -0.0122767
2720 0.00154886
2736 -0.0220659
2752 0.0441319
2768 0
2784 0
2800 0
2816 0
2832 0
2848 0
2864 0
2880 0
2896 0
2912 0
2928 0
2944 0
2960 0
2976 0
2992 0
3008 0
3024 0
3040 0
3056 0
3072 0
3088 -0.0441319
3104 0.0220659
3120 -0.0295059
3136 0.00446421
3152 0.00446427
3168 -0.00446427
3184 0
3200 0
3216 0.00446427
3232 0.0044643
3248 0.00446427
3264 0.00446428
3280 0.0161133
3296 -0.00292969
3312 -0.00446427
3328 -0.0044643
3344 -0.00446427
3360 -0.00446427
3376 -0.000906765
3392 0
3408 0
3424 0
3440 0
3456 0
3472 0
3488 0
3504 0
3520 0
3536 0
3552 0
3568 0
3584 0
3600 0
3616 0
3632 0
3648 0
3664 0
