P W
0 0
16 0
32 0
48 0.543582
64 0.543582
80 0.543582
96 0.543582
112 0.543582
128 0.543582
144 0.543582
160 0.543582
176 0.543582
192 0.543582
208 0.543582
224 0.543582
240 0.543582
256 0.543582
272 0.543582
288 0.543582
304 0.543582
320 0.543582
336 0.543582
352 0.673443
368 0.543582
384 0.543582
400 0.543582
416 0.0452985
432 0.543582
448 0.543582
464 0.779237
480 0.779237
496 0.872156
512 0.918237
528 0.834523
544 0.918237
560 0.90654
576 0.543582
592 0.543582
608 0.543582
624 0.543582
640 0.543582
656 0.543582
672 0.543582
688 0.543582
704 0.543582
720 0.543582
736 0.543582
752 0.543582
768 0.543582
784 0.543582
800 0.543582
816 0.543582
832 0.543582
848 0.543582
864 0.543582
880 0.543582
896 0.543582
912 0.543582
928 0.543582
944 0.543582
960 0.543582
976 0.543582
992 0.543582
1008 0.543582
1024 0.543582
1040 0.543582
1056 0.543582
1072 0.0452985
1088 0.543582
1104 0.543582
1120 0.543582
1136 0.543582
1152 0.543582
1168 0.543582
1184 0.543582
1200 0.543582
1216 0.543582
1232 0.677466
1248 0.939166
1264 0.860684
1280 0.818827
1296 0.902541
1312 0.965326
1328 0.695451
1344 0.543582
1360 0.543582
1376 0.543582
1392 0.543582
1408 0.543582
1424 0.543582
1440 0.543582
1456 0.543582
1472 0.543582
1488 0.543582
1504 0.543582
1520 0.543582
1536 0.543582
1552 0.543582
1568 0.543582
1584 0.543582
1600 0.543582
1616 0.543582
1632 0.543582
1648 0.543582
1664 0.512439
1680 0.543582
1696 0.543582
1712 0.543582
1728 0.543582
1744 0.543582
1760 0.543582
1776 0.543582
1792 0.543582
1808 0.543582
1824 0.543582
1840 0.543582
1856 0.543582
1872 0.720666
1888 0.115454
1904 0.543582
1920 0.543582
1936 0.543582
1952 0.543582
1968 0.543582
1984 0.543582
2000 0.543582
2016 0.543582
2032 0.543582
2048 0.543582
2064 0.543582
2080 0.543582
2096 0.543582
2112 0.543582
2128 0.697055
2144 0.571467
2160 0.543582
2176 0.543582
2192 0.543582
2208 0.543582
2224 0.543582
2240 0.543582
2256 0.543582
2272 0.543582
2288 0.543582
2304 0.543582
2320 0.543582
2336 0.543582
2352 0.543582
2368 0.556625
2384 0.94963
2400 0.897309
2416 0.970558
2432 0.747515
2448 0.543582
2464 0.543582
2480 0.543582
2496 0.543582
2512 0.543582
2528 0.543582
2544 0.543582
2560 0.543582
2576 0.543582
2592 0.543582
2608 0.543582
2624 0.732472
2640 0.571467
2656 0.543582
2672 0.543582
2688 0.543582
2704 0.543582
2720 0.543582
2736 0.543582
2752 0.543582
2768 0.636501
2784 0.94963
2800 0.865916
2816 0.907773
2832 0.986255
2848 0.798271
2864 0.575645
2880 0.94963
2896 0.87638
2912 0.960094
2928 0.798271
2944 0.543582
2960 0.543582
2976 0.543582
2992 0.543582
3008 0.543582
3024 0.548777
3040 0.688436
3056 0.839756
3072 0.923469
3088 0.845236
3104 0.543582
3120 0.543582
3136 0.543582
3152 0.543582
3168 0.543582
3184 0.543582
3200 0.543582
3216 0.543582
3232 0.543582
3248 0.543582
3264 0.543582
3280 0.543582
3296 0.543582
3312 0.543582
3328 0.543582
3344 0.543582
3360 0.543582
3376 0.543582
3392 0.543582
3408 0.543582
3424 0.543582
3440 0.543582
3456 0.543582
3472 0.512439
3488 0.543582
3504 0.543582
3520 0.543582
3536 0.512439
3552 0.543582
3568 0.543582
3584 0.543582
3600 0.543582
3616 0
3632 0
3648 0
3664 0
3680 0
3696 0
3712 0
3728 0
3744 0
3760 0
3776 0
3792 0
3808 0
