P W
0 0
16 0
32 0
48 0.275172
64 0.338991
80 0.346396
96 0.347947
112 0.348003
128 0.348003
144 0.348003
160 0.348003
176 0.348003
192 0.348003
208 0.348003
224 0.348003
240 0.348007
256 0.348629
272 0.351414
288 0.298597
304 0.232233
320 0.171196
336 0.146757
352 0.181906
368 0.109169
384 0.0736945
400 0.0627826
416 0.00125662
432 0.210707
448 0.279305
464 0.442661
480 0.382398
496 0.359785
512 0.215784
528 0.0602146
544 0.17448
560 0.304067
576 0.294898
592 0.322159
608 0.339048
624 0.346396
640 0.347947
656 0.348003
672 0.348003
688 0.348003
704 0.348003
720 0.348003
736 0.348003
752 0.348003
768 0.348003
784 0.348003
800 0.348003
816 0.348003
832 0.348003
848 0.348003
864 0.348003
880 0.348003
896 0.348003
912 0.348003
928 0.348011
944 0.349797
960 0.35988
976 0.329463
992 0.243044
1008 0.205865
1024 0.140423
1040 0.0671047
1056 0.190636
1072 0.00168663
1088 0.257188
1104 0.302816
1120 0.404747
1136 0.371936
1152 0.354882
1168 0.34823
1184 0.344583
1200 0.333649
1216 0.309733
1232 0.245145
1248 0.2283
1264 0.0554305
1280 0.0127069
1296 0.0616315
1312 0.203316
1328 0.296061
1344 0.285947
1360 0.321453
1376 0.34583
1392 0.370282
1408 0.407542
1424 0.463166
1440 0.510706
1456 0.285115
1472 0.285115
1488 0.285115
1504 0.308706
1520 0.521168
1536 0.453427
1552 0.40006
1568 0.367471
1584 0.266154
1600 0.266772
1616 0.173323
1632 0.112714
1648 0.0732085
1664 0.0967135
1680 0.1472
1696 0.221598
1712 0.336317
1728 0.350707
1744 0.349836
1760 0.348201
1776 0.348629
1792 0.351414
1808 0.217522
1824 0.14431
1840 0.1214
1856 0.116211
1872 0.167541
1888 0.00709157
1904 0.177839
1920 0.228618
1936 0.338787
1952 0.354146
1968 0.350087
1984 0.348198
2000 0.348003
2016 0.348007
2032 0.348629
2048 0.340793
2064 0.210349
2080 0.139936
2096 0.119176
2112 0.11258
2128 0.153637
2144 0.14371
2160 0.145531
2176 0.164141
2192 0.233703
2208 0.314257
2224 0.350087
2240 0.348201
2256 0.348904
2272 0.354842
2288 0.371892
2304 0.408228
2320 0.467482
2336 0.522944
2352 0.251166
2368 0.213661
2384 0.210831
2400 0.0925637
2416 0.235977
2432 0.265466
2448 0.235701
2464 0.285286
2480 0.51611
2496 0.442545
2512 0.391979
2528 0.364286
2544 0.355105
2560 0.355991
2576 0.314007
2592 0.245234
2608 0.172959
2624 0.22614
2640 0.188509
2656 0.256882
2672 0.346913
2688 0.35745
2704 0.353871
2720 0.346667
2736 0.333843
2752 0.310008
2768 0.247033
2784 0.256633
2800 0.0669905
2816 0.0924153
2832 0.251151
2848 0.266082
2864 0.209059
2880 0.258535
2896 0.101389
2912 0.258172
2928 0.330504
2944 0.26091
2960 0.288608
2976 0.304666
2992 0.203116
3008 0.130369
3024 0.0870253
3040 0.117536
3056 0.132459
3072 0.211978
3088 0.336442
3104 0.297602
3120 0.323992
3136 0.339242
3152 0.346396
3168 0.347947
3184 0.348003
3200 0.348003
3216 0.348003
3232 0.348007
3248 0.348629
3264 0.351418
3280 0.356641
3296 0.328793
3312 0.328821
3328 0.290837
3344 0.256171
3360 0.248766
3376 0.248706
3392 0.247809
3408 0.241875
3424 0.225323
3440 0.179791
3456 0.116685
3472 0.136614
3488 0.122374
3504 0.0840506
3520 0.0822141
3536 0.0932607
3552 0.106039
3568 0.153419
3584 0.184297
3600 0.176404
3616 0
3632 0
3648 0
3664 0
3680 0
3696 0
3712 0
3728 0
3744 0
3760 0
3776 0
3792 0
3808 0
