P W
0 0
16 0
32 0
48 -0.0149624
64 -0.00117832
80 -0.000361323
96 -3.06368e-05
112 0
128 0
144 0
160 0
176 0
192 0
208 0
224 0
240 -2.86102e-06
256 -0.000142813
272 -0.000370085
288 0.0130511
304 0.00885999
320 0.00311154
336 0.00184304
352 0.00278723
368 0.00440633
384 0.00160675
400 -0.000315405
416 0.00119064
432 -0.00448427
448 -0.00836903
464 0.00383925
480 0.00403824
496 0.00403824
512 0.0121581
528 0.00488052
544 -0.00998197
560 -0.0133151
576 -0.00311351
592 -0.00212705
608 -0.00114775
624 -0.000361323
640 -3.06368e-05
656 0
672 0
688 0
704 0
720 0
736 0
752 0
768 0
784 0
800 0
816 0
832 0
848 0
864 0
880 0
896 0
912 0
928 -6.4373e-06
944 -0.000449598
960 -0.00142437
976 0.0124558
992 0.00623658
1008 0.00128505
1024 0.0131536
1040 -0.0182333
1056 0.0176664
1072 0.00385647
1088 -0.00217167
1104 -0.00653681
1120 -0.0127287
1136 0.00231135
1152 0.00111008
1168 0.000300348
1184 0.000563622
1200 0.0015347
1216 0.00299862
1232 0.0136368
1248 0.00576875
1264 0.00589201
1280 -0.000759421
1296 -0.00507512
1312 -0.00600721
1328 -0.016706
1344 -0.00426444
1360 -0.00271642
1376 -0.00211853
1392 -0.0027222
1408 -0.00434303
1424 -0.00605738
1440 0.0276576
1456 0
1472 0
1488 0
1504 -0.0358539
1520 0.00679398
1536 0.00595015
1552 0.00418949
1568 0.00212586
1584 0.000295311
1600 -0.000166774
1616 0.00805598
1632 0.00436008
1648 0.0024873
1664 0.00769924
1680 -0.00425822
1696 -0.00962204
1712 -0.0148082
1728 -0.000130296
1744 0.000193477
1760 7.41482e-05
1776 -0.000142813
1792 -0.000370085
1808 0.00985289
1824 0.00455074
1840 0.000235021
1856 0.000834689
1872 -0.00636838
1888 0.012143
1904 -0.00218675
1920 -0.00730395
1936 -0.0134076
1952 0.000424683
1968 0.000301063
1984 7.70092e-05
2000 0
2016 -2.86102e-06
2032 -0.000142813
2048 0.0157722
2064 0.00955427
2080 0.00431377
2096 5.97239e-05
2112 0.00103588
2128 -0.0061841
2144 0.0129932
2160 0.000443146
2176 -0.00387257
2192 -0.00917476
2208 -0.0137005
2224 0.000301063
2240 7.37906e-05
2256 -0.000227988
2272 -0.000940263
2288 -0.00236362
2304 -0.00445849
2320 -0.00665897
2336 0.0313646
2352 0.00220728
2368 0.0154158
2384 0.0117372
2400 -0.00565407
2416 -0.00174332
2432 -0.014394
2448 -0.002451
2464 -0.0411764
2480 0.00810015
2496 0.0059731
2512 0.00377333
2528 0.00167537
2544 0.000292301
2560 -0.000268936
2576 0.0124025
2592 0.00765195
2608 0.00668472
2624 -0.00901482
2640 0.0135182
2656 -0.00653934
2672 -0.0126661
2688 0.000101268
2704 0.000509858
2720 0.000864804
2736 0.00161141
2752 0.0029138
2768 0.0142919
2784 0.0054097
2800 0.00610587
2816 -0.0051871
2832 -0.00407815
2848 -0.00285149
2864 -0.000385314
2880 0.0107242
2896 -0.00414069
2912 -0.0123672
2928 -0.00386649
2944 -0.00305307
2960 -0.00219142
2976 -0.000874281
2992 0.00943321
3008 0.00492644
3024 0.00324832
3040 -0.00150475
3056 0.000195876
3072 -0.00812395
3088 -0.00412798
3104 -0.00324368
3120 -0.00193349
3136 -0.00107074
3152 -0.000361323
3168 -3.06368e-05
3184 0
3200 0
3216 0
3232 -2.86102e-06
3248 -0.000142813
3264 -0.000373304
3280 -0.00060451
3296 0.0121315
3312 -0.00182986
3328 0.00535217
3344 0.00171471
3360 5.00977e-05
3376 -1.5825e-05
3392 0.000209033
3408 0.000918001
3424 0.00228059
3440 0.00643525
3456 0.00698444
3472 0.0149349
3488 0.00517389
3504 0.00212955
3520 -0.00196666
3536 0.010183
3552 -0.00111234
3568 -0.00695415
3584 0.000940531
3600 0.000354528
3616 0
3632 0
3648 0
3664 0
3680 0
3696 0
3712 0
3728 0
3744 0
3760 0
3776 0
3792 0
3808 0
